date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
02-2020,999,10180,"Abilene, TX",30,30,0,0,0,0,92
02-2020,184,10420,"Akron, OH",40,40,0,0,0,0,67
02-2020,999,10500,"Albany, GA",63,9,0,0,54,2,78
02-2020,440,10540,"Albany-Lebanon, OR",35,30,0,0,5,1,78
02-2020,104,10580,"Albany-Schenectady-Troy, NY",94,71,0,3,20,4,100
02-2020,106,10740,"Albuquerque, NM",204,199,0,0,5,1,100
02-2020,999,10780,"Alexandria, LA",11,11,0,0,0,0,67
02-2020,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",43,36,2,0,5,1,33
02-2020,107,11020,"Altoona, PA",0,0,0,0,0,0,16
02-2020,108,11100,"Amarillo, TX",57,57,0,0,0,0,87
02-2020,218,11180,"Ames, IA",5,5,0,0,0,0,64
02-2020,999,11260,"Anchorage, AK",101,81,6,4,10,1,100
02-2020,220,11460,"Ann Arbor, MI",95,61,0,0,34,1,63
02-2020,999,11500,"Anniston-Oxford, AL",1,1,0,0,0,0,83
02-2020,118,11540,"Appleton, WI",36,34,2,0,0,0,49
02-2020,120,11700,"Asheville, NC",181,165,0,0,16,2,89
02-2020,122,12020,"Athens-Clarke County, GA",77,51,26,0,0,0,93
02-2020,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",2742,2107,2,14,619,16,100
02-2020,428,12100,"Atlantic City-Hammonton, NJ",54,41,0,0,13,1,100
02-2020,194,12220,"Auburn-Opelika, AL",99,99,0,0,0,0,100
02-2020,999,12260,"Augusta-Richmond County, GA-SC",253,250,0,3,0,0,100
02-2020,999,12420,"Austin-Round Rock-Georgetown, TX",3446,1631,74,0,1741,41,100
02-2020,999,12540,"Bakersfield, CA",134,128,6,0,0,0,67
02-2020,548,12580,"Baltimore-Columbia-Towson, MD",458,346,0,0,112,2,100
02-2020,999,12620,"Bangor, ME",9,9,0,0,0,0,54
02-2020,148,12700,"Barnstable Town, MA",5,5,0,0,0,0,9
02-2020,999,12940,"Baton Rouge, LA",301,278,0,0,23,1,100
02-2020,310,12980,"Battle Creek, MI",0,0,0,0,0,0,4
02-2020,474,13020,"Bay City, MI",0,0,0,0,0,0,18
02-2020,999,13140,"Beaumont-Port Arthur, TX",226,85,0,0,141,5,41
02-2020,999,13220,"Beckley, WV",4,4,0,0,0,0,100
02-2020,999,13380,"Bellingham, WA",85,58,2,7,18,3,97
02-2020,140,13460,"Bend, OR",141,119,22,0,0,0,100
02-2020,999,13740,"Billings, MT",60,50,2,0,8,1,49
02-2020,999,13780,"Binghamton, NY",0,0,0,0,0,0,0
02-2020,142,13820,"Birmingham-Hoover, AL",291,279,2,0,10,1,100
02-2020,999,13900,"Bismarck, ND",13,13,0,0,0,0,91
02-2020,999,13980,"Blacksburg-Christiansburg, VA",3,3,0,0,0,0,11
02-2020,145,14010,"Bloomington, IL",2,2,0,0,0,0,82
02-2020,144,14020,"Bloomington, IN",26,26,0,0,0,0,100
02-2020,146,14100,"Bloomsburg-Berwick, PA",11,6,0,0,5,1,100
02-2020,147,14260,"Boise City, ID",840,715,12,12,101,5,100
02-2020,148,14460,"Boston-Cambridge-Newton, MA-NH",850,329,34,18,469,23,100
02-2020,216,14500,"Boulder, CO",83,41,2,0,40,2,97
02-2020,150,14540,"Bowling Green, KY",49,49,0,0,0,0,99
02-2020,500,14740,"Bremerton-Silverdale-Port Orchard, WA",75,75,0,0,0,0,100
02-2020,408,14860,"Bridgeport-Stamford-Norwalk, CT",172,49,0,0,123,3,100
02-2020,154,15180,"Brownsville-Harlingen, TX",88,86,2,0,0,0,66
02-2020,999,15260,"Brunswick, GA",55,55,0,0,0,0,94
02-2020,160,15380,"Buffalo-Cheektowaga, NY",79,61,2,4,12,1,100
02-2020,268,15500,"Burlington, NC",77,77,0,0,0,0,56
02-2020,162,15540,"Burlington-South Burlington, VT",32,17,0,6,9,1,66
02-2020,548,15680,"California-Lexington Park, MD",83,78,0,0,5,1,100
02-2020,184,15940,"Canton-Massillon, OH",36,32,4,0,0,0,88
02-2020,163,15980,"Cape Coral-Fort Myers, FL",709,486,26,8,189,7,100
02-2020,164,16020,"Cape Girardeau, MO-IL",0,0,0,0,0,0,0
02-2020,456,16180,"Carson City, NV",24,16,0,0,8,1,100
02-2020,999,16220,"Casper, WY",7,7,0,0,0,0,100
02-2020,168,16300,"Cedar Rapids, IA",11,11,0,0,0,0,78
02-2020,548,16540,"Chambersburg-Waynesboro, PA",26,26,0,0,0,0,100
02-2020,999,16580,"Champaign-Urbana, IL",57,13,0,0,44,2,76
02-2020,170,16620,"Charleston, WV",13,13,0,0,0,0,74
02-2020,999,16700,"Charleston-North Charleston, SC",566,444,0,0,122,4,100
02-2020,172,16740,"Charlotte-Concord-Gastonia, NC-SC",1961,1469,2,0,490,15,95
02-2020,999,16820,"Charlottesville, VA",101,62,0,0,39,3,80
02-2020,174,16860,"Chattanooga, TN-GA",140,126,4,0,10,1,85
02-2020,999,16940,"Cheyenne, WY",44,28,0,16,0,0,100
02-2020,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1131,494,12,39,586,20,100
02-2020,999,17020,"Chico, CA",49,49,0,0,0,0,65
02-2020,178,17140,"Cincinnati, OH-KY-IN",422,350,4,0,68,5,99
02-2020,999,17300,"Clarksville, TN-KY",451,164,2,11,274,12,100
02-2020,174,17420,"Cleveland, TN",36,30,2,4,0,0,61
02-2020,184,17460,"Cleveland-Elyria, OH",208,200,2,6,0,0,98
02-2020,518,17660,"Coeur dAlene, ID",136,87,6,0,43,2,91
02-2020,999,17780,"College Station-Bryan, TX",479,137,2,0,340,14,100
02-2020,999,17820,"Colorado Springs, CO",354,354,0,0,0,0,100
02-2020,190,17860,"Columbia, MO",43,43,0,0,0,0,100
02-2020,192,17900,"Columbia, SC",318,318,0,0,0,0,100
02-2020,194,17980,"Columbus, GA-AL",68,54,0,4,10,2,98
02-2020,294,18020,"Columbus, IN",8,8,0,0,0,0,100
02-2020,198,18140,"Columbus, OH",809,299,4,0,506,17,98
02-2020,204,18580,"Corpus Christi, TX",96,96,0,0,0,0,69
02-2020,440,18700,"Corvallis, OR",1,1,0,0,0,0,35
02-2020,999,18880,"Crestview-Fort Walton Beach-Destin, FL",226,202,0,0,24,2,100
02-2020,999,19060,"Cumberland, MD-WV",1,1,0,0,0,0,55
02-2020,206,19100,"Dallas-Fort Worth-Arlington, TX",3980,3440,60,4,476,19,100
02-2020,999,19180,"Danville, IL",1,1,0,0,0,0,3
02-2020,380,19300,"Daphne-Fairhope-Foley, AL",222,176,2,0,44,2,79
02-2020,209,19340,"Davenport-Moline-Rock Island, IA-IL",14,14,0,0,0,0,57
02-2020,212,19430,"Dayton-Kettering, OH",73,73,0,0,0,0,84
02-2020,290,19460,"Decatur, AL",7,7,0,0,0,0,95
02-2020,999,19500,"Decatur, IL",1,1,0,0,0,0,59
