date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
06-2021,999,10180,"Abilene, TX",297,48,8,0,241,5,96
06-2021,184,10420,"Akron, OH",45,45,0,0,0,0,61
06-2021,999,10500,"Albany, GA",29,14,0,0,15,1,92
06-2021,440,10540,"Albany-Lebanon, OR",72,32,4,0,36,5,88
06-2021,104,10580,"Albany-Schenectady-Troy, NY",155,138,2,10,5,1,100
06-2021,106,10740,"Albuquerque, NM",376,214,0,0,162,15,100
06-2021,999,10780,"Alexandria, LA",21,21,0,0,0,0,65
06-2021,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",70,55,0,0,15,3,38
06-2021,107,11020,"Altoona, PA",0,0,0,0,0,0,0
06-2021,108,11100,"Amarillo, TX",57,57,0,0,0,0,83
06-2021,218,11180,"Ames, IA",12,12,0,0,0,0,37
06-2021,999,11260,"Anchorage, AK",102,79,0,4,19,2,100
06-2021,220,11460,"Ann Arbor, MI",81,58,2,16,5,1,60
06-2021,999,11500,"Anniston-Oxford, AL",2,2,0,0,0,0,76
06-2021,118,11540,"Appleton, WI",83,63,20,0,0,0,67
06-2021,120,11700,"Asheville, NC",330,219,2,0,109,5,91
06-2021,122,12020,"Athens-Clarke County, GA",39,21,0,0,18,1,73
06-2021,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",3485,3102,16,3,364,12,99
06-2021,428,12100,"Atlantic City-Hammonton, NJ",60,47,0,0,13,1,100
06-2021,194,12220,"Auburn-Opelika, AL",117,113,0,4,0,0,100
06-2021,999,12260,"Augusta-Richmond County, GA-SC",335,331,0,4,0,0,99
06-2021,999,12420,"Austin-Round Rock-Georgetown, TX",5367,2346,82,0,2939,24,100
06-2021,999,12540,"Bakersfield, CA",175,155,0,7,13,1,83
06-2021,548,12580,"Baltimore-Columbia-Towson, MD",573,420,0,0,153,2,100
06-2021,999,12620,"Bangor, ME",24,12,4,8,0,0,63
06-2021,148,12700,"Barnstable Town, MA",11,11,0,0,0,0,19
06-2021,999,12940,"Baton Rouge, LA",439,439,0,0,0,0,99
06-2021,310,12980,"Battle Creek, MI",1,1,0,0,0,0,23
06-2021,474,13020,"Bay City, MI",0,0,0,0,0,0,4
06-2021,999,13140,"Beaumont-Port Arthur, TX",110,110,0,0,0,0,68
06-2021,999,13220,"Beckley, WV",11,11,0,0,0,0,100
06-2021,999,13380,"Bellingham, WA",119,80,6,3,30,2,95
06-2021,140,13460,"Bend, OR",211,171,8,0,32,3,100
06-2021,999,13740,"Billings, MT",111,111,0,0,0,0,41
06-2021,999,13780,"Binghamton, NY",0,0,0,0,0,0,1
06-2021,142,13820,"Birmingham-Hoover, AL",297,285,2,0,10,1,100
06-2021,999,13900,"Bismarck, ND",71,37,34,0,0,0,97
06-2021,999,13980,"Blacksburg-Christiansburg, VA",52,28,0,0,24,2,71
06-2021,145,14010,"Bloomington, IL",20,18,2,0,0,0,86
06-2021,144,14020,"Bloomington, IN",198,17,0,0,181,1,100
06-2021,146,14100,"Bloomsburg-Berwick, PA",57,9,0,0,48,1,100
06-2021,147,14260,"Boise City, ID",1099,741,6,24,328,8,100
06-2021,148,14460,"Boston-Cambridge-Newton, MA-NH",1415,483,44,36,852,59,100
06-2021,216,14500,"Boulder, CO",150,48,4,0,98,5,94
06-2021,150,14540,"Bowling Green, KY",99,99,0,0,0,0,99
06-2021,500,14740,"Bremerton-Silverdale-Port Orchard, WA",100,100,0,0,0,0,100
06-2021,408,14860,"Bridgeport-Stamford-Norwalk, CT",94,63,4,3,24,3,100
06-2021,154,15180,"Brownsville-Harlingen, TX",142,120,6,3,13,1,69
06-2021,999,15260,"Brunswick, GA",52,43,4,0,5,1,89
06-2021,160,15380,"Buffalo-Cheektowaga, NY",151,125,6,0,20,1,100
06-2021,268,15500,"Burlington, NC",121,121,0,0,0,0,45
06-2021,162,15540,"Burlington-South Burlington, VT",46,26,2,3,15,3,61
06-2021,548,15680,"California-Lexington Park, MD",57,39,18,0,0,0,100
06-2021,184,15940,"Canton-Massillon, OH",53,41,6,0,6,1,85
06-2021,163,15980,"Cape Coral-Fort Myers, FL",1369,1178,18,4,169,7,100
06-2021,164,16020,"Cape Girardeau, MO-IL",0,0,0,0,0,0,0
06-2021,456,16180,"Carson City, NV",28,18,0,3,7,1,100
06-2021,999,16220,"Casper, WY",87,16,0,0,71,2,98
06-2021,168,16300,"Cedar Rapids, IA",240,38,4,0,198,8,78
06-2021,548,16540,"Chambersburg-Waynesboro, PA",25,21,4,0,0,0,100
06-2021,999,16580,"Champaign-Urbana, IL",13,13,0,0,0,0,60
06-2021,170,16620,"Charleston, WV",55,15,0,0,40,1,85
06-2021,999,16700,"Charleston-North Charleston, SC",1142,582,0,0,560,19,100
06-2021,172,16740,"Charlotte-Concord-Gastonia, NC-SC",2708,1642,0,0,1066,30,91
06-2021,999,16820,"Charlottesville, VA",125,84,2,0,39,2,70
06-2021,174,16860,"Chattanooga, TN-GA",229,152,10,3,64,4,78
06-2021,999,16940,"Cheyenne, WY",44,44,0,0,0,0,98
06-2021,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1997,928,40,100,929,29,100
06-2021,999,17020,"Chico, CA",221,12,0,0,209,9,31
06-2021,178,17140,"Cincinnati, OH-KY-IN",892,501,2,9,380,9,99
06-2021,999,17300,"Clarksville, TN-KY",361,190,4,8,159,16,100
06-2021,174,17420,"Cleveland, TN",44,36,0,8,0,0,64
06-2021,184,17460,"Cleveland-Elyria, OH",324,275,0,3,46,2,98
06-2021,518,17660,"Coeur dAlene, ID",148,127,2,0,19,1,86
