date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
09-2022,999,10180,"Abilene, TX",38,34,4,0,0,0,
09-2022,184,10420,"Akron, OH",86,51,0,10,25,4,
09-2022,999,10500,"Albany, GA",17,17,0,0,0,0,
09-2022,440,10540,"Albany-Lebanon, OR",25,18,2,0,5,1,
09-2022,104,10580,"Albany-Schenectady-Troy, NY",217,93,2,0,122,7,
09-2022,106,10740,"Albuquerque, NM",174,165,0,0,9,1,
09-2022,999,10780,"Alexandria, LA",29,29,0,0,0,0,
09-2022,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",243,197,2,4,40,3,
09-2022,107,11020,"Altoona, PA",10,10,0,0,0,0,
09-2022,108,11100,"Amarillo, TX",66,56,6,4,0,0,
09-2022,218,11180,"Ames, IA",63,35,0,12,16,2,
09-2022,999,11260,"Anchorage, AK",80,49,0,7,24,2,
09-2022,220,11460,"Ann Arbor, MI",43,43,0,0,0,0,
09-2022,999,11500,"Anniston-Oxford, AL",6,6,0,0,0,0,
09-2022,118,11540,"Appleton, WI",88,36,2,0,50,4,
09-2022,120,11700,"Asheville, NC",288,175,0,0,113,5,
09-2022,122,12020,"Athens-Clarke County, GA",45,37,8,0,0,0,
09-2022,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",3797,2051,6,29,1711,34,
09-2022,428,12100,"Atlantic City-Hammonton, NJ",163,30,0,0,133,7,
09-2022,194,12220,"Auburn-Opelika, AL",126,95,2,3,26,2,
09-2022,999,12260,"Augusta-Richmond County, GA-SC",333,229,0,0,104,5,
09-2022,999,12420,"Austin-Round Rock-Georgetown, TX",3191,1424,32,11,1724,41,
09-2022,999,12540,"Bakersfield, CA",123,114,2,0,7,1,
09-2022,548,12580,"Baltimore-Columbia-Towson, MD",187,176,0,0,11,1,
09-2022,999,12620,"Bangor, ME",27,25,2,0,0,0,
09-2022,148,12700,"Barnstable Town, MA",89,89,0,0,0,0,
09-2022,999,12940,"Baton Rouge, LA",259,253,6,0,0,0,
09-2022,310,12980,"Battle Creek, MI",4,4,0,0,0,0,
09-2022,474,13020,"Bay City, MI",4,4,0,0,0,0,
09-2022,999,13140,"Beaumont-Port Arthur, TX",95,95,0,0,0,0,
09-2022,999,13220,"Beckley, WV",6,6,0,0,0,0,
09-2022,999,13380,"Bellingham, WA",42,42,0,0,0,0,
09-2022,140,13460,"Bend, OR",128,100,18,0,10,1,
09-2022,999,13740,"Billings, MT",39,37,2,0,0,0,
09-2022,999,13780,"Binghamton, NY",33,13,0,0,20,3,
09-2022,142,13820,"Birmingham-Hoover, AL",525,202,8,0,315,9,
09-2022,999,13900,"Bismarck, ND",84,84,0,0,0,0,
09-2022,999,13980,"Blacksburg-Christiansburg, VA",33,33,0,0,0,0,
09-2022,145,14010,"Bloomington, IL",15,13,2,0,0,0,
09-2022,144,14020,"Bloomington, IN",239,27,0,0,212,4,
09-2022,146,14100,"Bloomsburg-Berwick, PA",9,4,0,0,5,1,
09-2022,147,14260,"Boise City, ID",509,367,34,44,64,3,
09-2022,148,14460,"Boston-Cambridge-Newton, MA-NH",1276,400,52,31,793,47,
09-2022,216,14500,"Boulder, CO",200,66,2,3,129,5,
09-2022,150,14540,"Bowling Green, KY",43,41,2,0,0,0,
09-2022,500,14740,"Bremerton-Silverdale-Port Orchard, WA",71,47,0,0,24,1,
09-2022,408,14860,"Bridgeport-Stamford-Norwalk, CT",132,40,2,0,90,3,
09-2022,154,15180,"Brownsville-Harlingen, TX",149,92,18,7,32,3,
09-2022,999,15260,"Brunswick, GA",49,42,2,0,5,1,
09-2022,160,15380,"Buffalo-Cheektowaga, NY",163,139,4,0,20,2,
09-2022,268,15500,"Burlington, NC",144,137,0,0,7,1,
09-2022,162,15540,"Burlington-South Burlington, VT",37,27,4,0,6,1,
09-2022,548,15680,"California-Lexington Park, MD",16,16,0,0,0,0,
09-2022,184,15940,"Canton-Massillon, OH",129,114,2,3,10,2,
09-2022,163,15980,"Cape Coral-Fort Myers, FL",911,597,46,4,264,8,
09-2022,164,16020,"Cape Girardeau, MO-IL",14,12,2,0,0,0,
