date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
05-2023,999,10180,"Abilene, TX",45,45,0,0,0,0,
05-2023,184,10420,"Akron, OH",105,76,0,3,26,5,
05-2023,999,10500,"Albany, GA",32,25,2,0,5,1,
05-2023,440,10540,"Albany-Lebanon, OR",25,25,0,0,0,0,
05-2023,104,10580,"Albany-Schenectady-Troy, NY",177,79,4,0,94,10,
05-2023,106,10740,"Albuquerque, NM",162,155,0,0,7,1,
05-2023,999,10780,"Alexandria, LA",21,17,4,0,0,0,
05-2023,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",163,136,0,0,27,4,
05-2023,107,11020,"Altoona, PA",7,7,0,0,0,0,
05-2023,108,11100,"Amarillo, TX",108,47,6,0,55,11,
05-2023,218,11180,"Ames, IA",14,11,0,3,0,0,
05-2023,999,11260,"Anchorage, AK",18,18,0,0,0,0,
05-2023,220,11460,"Ann Arbor, MI",66,40,0,0,26,2,
05-2023,999,11500,"Anniston-Oxford, AL",10,10,0,0,0,0,
05-2023,118,11540,"Appleton, WI",99,81,18,0,0,0,
05-2023,120,11700,"Asheville, NC",314,255,8,0,51,4,
05-2023,122,12020,"Athens-Clarke County, GA",43,43,0,0,0,0,
05-2023,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",4461,2391,32,22,2016,37,
05-2023,428,12100,"Atlantic City-Hammonton, NJ",34,17,0,0,17,2,
05-2023,194,12220,"Auburn-Opelika, AL",180,106,2,0,72,2,
05-2023,999,12260,"Augusta-Richmond County, GA-SC",440,304,4,0,132,9,
05-2023,999,12420,"Austin-Round Rock-Georgetown, TX",2674,1444,42,3,1185,35,
05-2023,999,12540,"Bakersfield, CA",214,204,2,3,5,1,
05-2023,548,12580,"Baltimore-Columbia-Towson, MD",908,310,0,0,598,7,
05-2023,999,12620,"Bangor, ME",35,27,8,0,0,0,
05-2023,148,12700,"Barnstable Town, MA",54,49,2,3,0,0,
05-2023,999,12940,"Baton Rouge, LA",324,321,0,3,0,0,
05-2023,310,12980,"Battle Creek, MI",7,7,0,0,0,0,
05-2023,474,13020,"Bay City, MI",4,4,0,0,0,0,
05-2023,999,13140,"Beaumont-Port Arthur, TX",159,95,4,0,60,6,
05-2023,999,13220,"Beckley, WV",12,12,0,0,0,0,
05-2023,999,13380,"Bellingham, WA",61,59,2,0,0,0,
05-2023,140,13460,"Bend, OR",193,126,6,0,61,2,
05-2023,999,13740,"Billings, MT",52,52,0,0,0,0,
05-2023,999,13780,"Binghamton, NY",38,13,0,0,25,3,
05-2023,142,13820,"Birmingham-Hoover, AL",417,417,0,0,0,0,
05-2023,999,13900,"Bismarck, ND",50,30,16,4,0,0,
05-2023,999,13980,"Blacksburg-Christiansburg, VA",59,59,0,0,0,0,
05-2023,145,14010,"Bloomington, IL",35,26,0,0,9,1,
05-2023,144,14020,"Bloomington, IN",21,21,0,0,0,0,
05-2023,146,14100,"Bloomsburg-Berwick, PA",14,12,2,0,0,0,
05-2023,147,14260,"Boise City, ID",1101,655,2,4,440,11,
05-2023,148,14460,"Boston-Cambridge-Newton, MA-NH",1303,333,24,30,916,49,
05-2023,216,14500,"Boulder, CO",173,86,0,0,87,4,
05-2023,150,14540,"Bowling Green, KY",108,72,0,4,32,4,
05-2023,500,14740,"Bremerton-Silverdale-Port Orchard, WA",213,87,0,0,126,4,
05-2023,408,14860,"Bridgeport-Stamford-Norwalk, CT",60,38,10,0,12,2,
05-2023,154,15180,"Brownsville-Harlingen, TX",256,173,48,6,29,2,
05-2023,999,15260,"Brunswick, GA",130,76,10,7,37,1,
05-2023,160,15380,"Buffalo-Cheektowaga, NY",122,79,2,0,41,3,
05-2023,268,15500,"Burlington, NC",529,157,0,0,372,12,
05-2023,162,15540,"Burlington-South Burlington, VT",57,46,6,0,5,1,
05-2023,548,15680,"California-Lexington Park, MD",23,23,0,0,0,0,
05-2023,184,15940,"Canton-Massillon, OH",52,40,2,3,7,1,
05-2023,163,15980,"Cape Coral-Fort Myers, FL",957,507,2,0,448,15,
05-2023,164,16020,"Cape Girardeau, MO-IL",8,8,0,0,0,0,
05-2023,999,16060,"Carbondale-Marion, IL",11,7,0,4,0,0,
05-2023,456,16180,"Carson City, NV",22,16,0,0,6,1,
05-2023,999,16220,"Casper, WY",15,15,0,0,0,0,
05-2023,168,16300,"Cedar Rapids, IA",93,38,2,19,34,1,
05-2023,548,16540,"Chambersburg-Waynesboro, PA",22,22,0,0,0,0,
05-2023,999,16580,"Champaign-Urbana, IL",196,24,2,0,170,2,
05-2023,170,16620,"Charleston, WV",15,15,0,0,0,0,
05-2023,999,16700,"Charleston-North Charleston, SC",723,517,0,0,206,10,
05-2023,172,16740,"Charlotte-Concord-Gastonia, NC-SC",2982,1735,12,3,1232,36,
05-2023,999,16820,"Charlottesville, VA",118,91,0,3,24,2,
05-2023,174,16860,"Chattanooga, TN-GA",253,189,16,3,45,3,
05-2023,999,16940,"Cheyenne, WY",26,26,0,0,0,0,
05-2023,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1053,751,28,36,238,23,
05-2023,999,17020,"Chico, CA",65,61,4,0,0,0,
05-2023,178,17140,"Cincinnati, OH-KY-IN",470,335,32,20,83,8,
05-2023,999,17300,"Clarksville, TN-KY",169,105,10,6,48,6,
05-2023,174,17420,"Cleveland, TN",71,57,2,12,0,0,
05-2023,184,17460,"Cleveland-Elyria, OH",303,256,0,19,28,1,
05-2023,518,17660,"Coeur dAlene, ID",174,143,8,6,17,1,
05-2023,999,17780,"College Station-Bryan, TX",179,119,0,0,60,10,
05-2023,999,17820,"Colorado Springs, CO",654,295,12,0,347,11,
05-2023,190,17860,"Columbia, MO",60,52,0,0,8,1,
05-2023,192,17900,"Columbia, SC",412,392,12,8,0,0,
05-2023,194,17980,"Columbus, GA-AL",111,48,2,4,57,1,
05-2023,294,18020,"Columbus, IN",14,14,0,0,0,0,
05-2023,198,18140,"Columbus, OH",852,454,0,0,398,11,
05-2023,204,18580,"Corpus Christi, TX",171,169,2,0,0,0,
05-2023,440,18700,"Corvallis, OR",18,12,2,4,0,0,
05-2023,999,18880,"Crestview-Fort Walton Beach-Destin, FL",237,228,4,0,5,1,
05-2023,999,19060,"Cumberland, MD-WV",10,10,0,0,0,0,
05-2023,206,19100,"Dallas-Fort Worth-Arlington, TX",6860,3529,326,99,2906,56,
05-2023,174,19140,"Dalton, GA",43,34,4,0,5,1,
05-2023,999,19180,"Danville, IL",1,1,0,0,0,0,
05-2023,380,19300,"Daphne-Fairhope-Foley, AL",518,278,0,0,240,10,
05-2023,209,19340,"Davenport-Moline-Rock Island, IA-IL",44,35,0,4,5,1,
05-2023,212,19430,"Dayton-Kettering, OH",311,134,0,4,173,2,
05-2023,290,19460,"Decatur, AL",40,40,0,0,0,0,
05-2023,999,19500,"Decatur, IL",1,1,0,0,0,0,
05-2023,422,19660,"Deltona-Daytona Beach-Ormond Beach, FL",529,467,18,0,44,3,
05-2023,216,19740,"Denver-Aurora-Lakewood, CO",2260,822,30,19,1389,20,
05-2023,218,19780,"Des Moines-West Des Moines, IA",442,431,0,6,5,1,
05-2023,220,19820,"Detroit-Warren-Dearborn, MI",459,398,8,15,38,6,
05-2023,222,20020,"Dothan, AL",40,40,0,0,0,0,
05-2023,428,20100,"Dover, DE",92,86,6,0,0,0,
05-2023,999,20220,"Dubuque, IA",18,14,4,0,0,0,
05-2023,999,20260,"Duluth, MN-WI",258,56,2,0,200,1,
05-2023,450,20500,"Durham-Chapel Hill, NC",420,266,32,0,122,2,
05-2023,408,20700,"East Stroudsburg, PA",28,28,0,0,0,0,
05-2023,232,20740,"Eau Claire, WI",90,54,24,0,12,1,
05-2023,999,20940,"El Centro, CA",30,22,0,0,8,1,
05-2023,238,21340,"El Paso, TX",223,196,8,3,16,1,
05-2023,350,21060,"Elizabethtown-Fort Knox, KY",64,44,20,0,0,0,
05-2023,515,21140,"Elkhart-Goshen, IN",40,40,0,0,0,0,
05-2023,236,21300,"Elmira, NY",7,2,0,0,5,1,
