date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
12-2023,999,10180,"Abilene, TX",55,47,8,0,0,0,
12-2023,184,10420,"Akron, OH",97,37,0,0,60,6,
12-2023,999,10500,"Albany, GA",11,7,0,4,0,0,
12-2023,440,10540,"Albany-Lebanon, OR",7,5,2,0,0,0,
12-2023,104,10580,"Albany-Schenectady-Troy, NY",89,74,0,0,15,3,
12-2023,106,10740,"Albuquerque, NM",227,171,0,0,56,1,
12-2023,999,10780,"Alexandria, LA",23,21,2,0,0,0,
12-2023,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",109,96,0,0,13,2,
12-2023,107,11020,"Altoona, PA",1,1,0,0,0,0,
12-2023,108,11100,"Amarillo, TX",51,49,2,0,0,0,
12-2023,218,11180,"Ames, IA",6,3,0,3,0,0,
12-2023,999,11260,"Anchorage, AK",9,9,0,0,0,0,
12-2023,220,11460,"Ann Arbor, MI",38,38,0,0,0,0,
12-2023,999,11500,"Anniston-Oxford, AL",0,0,0,0,0,0,
12-2023,118,11540,"Appleton, WI",20,20,0,0,0,0,
12-2023,120,11700,"Asheville, NC",668,192,0,0,476,14,
12-2023,122,12020,"Athens-Clarke County, GA",130,102,0,0,28,4,
12-2023,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",2166,1698,4,24,440,28,
12-2023,428,12100,"Atlantic City-Hammonton, NJ",39,17,10,0,12,2,
12-2023,194,12220,"Auburn-Opelika, AL",70,70,0,0,0,0,
12-2023,999,12260,"Augusta-Richmond County, GA-SC",204,204,0,0,0,0,
12-2023,999,12420,"Austin-Round Rock-Georgetown, TX",3111,1208,6,9,1888,13,
12-2023,999,12540,"Bakersfield, CA",234,201,4,0,29,3,
12-2023,548,12580,"Baltimore-Columbia-Towson, MD",505,281,0,0,224,8,
12-2023,999,12620,"Bangor, ME",14,14,0,0,0,0,
12-2023,148,12700,"Barnstable Town, MA",38,38,0,0,0,0,
12-2023,999,12940,"Baton Rouge, LA",221,217,4,0,0,0,
12-2023,310,12980,"Battle Creek, MI",5,5,0,0,0,0,
12-2023,474,13020,"Bay City, MI",2,2,0,0,0,0,
12-2023,999,13140,"Beaumont-Port Arthur, TX",84,82,2,0,0,0,
12-2023,999,13220,"Beckley, WV",4,4,0,0,0,0,
12-2023,999,13380,"Bellingham, WA",49,38,4,0,7,1,
12-2023,140,13460,"Bend, OR",89,75,14,0,0,0,
12-2023,999,13740,"Billings, MT",25,25,0,0,0,0,
12-2023,999,13780,"Binghamton, NY",28,8,0,0,20,3,
12-2023,142,13820,"Birmingham-Hoover, AL",472,188,0,0,284,18,
12-2023,999,13900,"Bismarck, ND",3,3,0,0,0,0,
12-2023,999,13980,"Blacksburg-Christiansburg, VA",63,63,0,0,0,0,
12-2023,145,14010,"Bloomington, IL",17,11,0,0,6,1,
12-2023,144,14020,"Bloomington, IN",21,21,0,0,0,0,
12-2023,146,14100,"Bloomsburg-Berwick, PA",3,3,0,0,0,0,
12-2023,147,14260,"Boise City, ID",432,366,4,26,36,3,
12-2023,148,14460,"Boston-Cambridge-Newton, MA-NH",1659,276,22,32,1329,32,
12-2023,216,14500,"Boulder, CO",45,26,0,3,16,1,
12-2023,150,14540,"Bowling Green, KY",29,29,0,0,0,0,
12-2023,500,14740,"Bremerton-Silverdale-Port Orchard, WA",275,107,0,4,164,11,
12-2023,408,14860,"Bridgeport-Stamford-Norwalk, CT",40,36,4,0,0,0,
12-2023,154,15180,"Brownsville-Harlingen, TX",155,122,4,3,26,2,
12-2023,999,15260,"Brunswick, GA",95,54,6,4,31,1,
12-2023,160,15380,"Buffalo-Cheektowaga, NY",78,50,4,0,24,3,
12-2023,268,15500,"Burlington, NC",135,135,0,0,0,0,
12-2023,162,15540,"Burlington-South Burlington, VT",29,24,0,0,5,1,
12-2023,548,15680,"California-Lexington Park, MD",31,31,0,0,0,0,
12-2023,184,15940,"Canton-Massillon, OH",24,17,2,0,5,1,
12-2023,163,15980,"Cape Coral-Fort Myers, FL",1081,810,10,8,253,8,
12-2023,164,16020,"Cape Girardeau, MO-IL",5,5,0,0,0,0,
12-2023,999,16060,"Carbondale-Marion, IL",8,5,0,3,0,0,
12-2023,456,16180,"Carson City, NV",21,12,0,3,6,1,
12-2023,999,16220,"Casper, WY",7,7,0,0,0,0,
12-2023,168,16300,"Cedar Rapids, IA",141,48,2,0,91,2,
12-2023,548,16540,"Chambersburg-Waynesboro, PA",20,18,2,0,0,0,
