date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
06-2022,999,10180,"Abilene, TX",59,59,0,0,0,0,
06-2022,184,10420,"Akron, OH",103,56,0,14,33,6,
06-2022,999,10500,"Albany, GA",27,27,0,0,0,0,
06-2022,440,10540,"Albany-Lebanon, OR",55,28,2,0,25,2,
06-2022,104,10580,"Albany-Schenectady-Troy, NY",209,102,2,4,101,5,
06-2022,106,10740,"Albuquerque, NM",228,201,0,0,27,2,
06-2022,999,10780,"Alexandria, LA",39,39,0,0,0,0,
06-2022,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",150,111,2,8,29,2,
06-2022,107,11020,"Altoona, PA",10,10,0,0,0,0,
06-2022,108,11100,"Amarillo, TX",117,39,6,0,72,2,
06-2022,218,11180,"Ames, IA",19,17,2,0,0,0,
06-2022,999,11260,"Anchorage, AK",100,68,0,4,28,2,
06-2022,220,11460,"Ann Arbor, MI",71,71,0,0,0,0,
06-2022,999,11500,"Anniston-Oxford, AL",4,4,0,0,0,0,
06-2022,118,11540,"Appleton, WI",152,41,20,0,91,3,
06-2022,120,11700,"Asheville, NC",381,272,0,0,109,5,
06-2022,122,12020,"Athens-Clarke County, GA",92,90,2,0,0,0,
06-2022,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",3260,2423,6,0,831,15,
06-2022,428,12100,"Atlantic City-Hammonton, NJ",58,34,0,0,24,2,
06-2022,194,12220,"Auburn-Opelika, AL",130,92,2,0,36,4,
06-2022,999,12260,"Augusta-Richmond County, GA-SC",356,351,0,0,5,1,
06-2022,999,12420,"Austin-Round Rock-Georgetown, TX",4758,2054,20,7,2677,58,
06-2022,999,12540,"Bakersfield, CA",166,151,2,0,13,2,
06-2022,548,12580,"Baltimore-Columbia-Towson, MD",892,233,0,0,659,3,
06-2022,999,12620,"Bangor, ME",35,29,2,4,0,0,
06-2022,148,12700,"Barnstable Town, MA",60,60,0,0,0,0,
06-2022,999,12940,"Baton Rouge, LA",596,329,0,0,267,12,
