date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
05-2017,999,10180,"Abilene, TX",25,21,0,4,0,0,99
05-2017,184,10420,"Akron, OH",62,62,0,0,0,0,63
05-2017,999,10500,"Albany, GA",16,16,0,0,0,0,90
05-2017,440,10540,"Albany, OR",42,42,0,0,0,0,75
05-2017,104,10580,"Albany-Schenectady-Troy, NY",342,115,4,10,213,13,100
05-2017,106,10740,"Albuquerque, NM",239,204,2,0,33,3,100
05-2017,999,10780,"Alexandria, LA",21,21,0,0,0,0,61
05-2017,408,10900,"Allentown-Bethlehem-Easton, PA-NJ",23,23,0,0,0,0,37
05-2017,999,11020,"Altoona, PA",0,0,0,0,0,0,0
05-2017,108,11100,"Amarillo, TX",39,39,0,0,0,0,86
05-2017,218,11180,"Ames, IA",10,10,0,0,0,0,81
05-2017,999,11260,"Anchorage, AK",108,82,6,7,13,2,100
05-2017,220,11460,"Ann Arbor, MI",39,39,0,0,0,0,49
05-2017,999,11500,"Anniston-Oxford-Jacksonville, AL",2,2,0,0,0,0,74
05-2017,118,11540,"Appleton, WI",53,47,6,0,0,0,73
05-2017,120,11700,"Asheville, NC",255,176,2,0,77,3,93
05-2017,122,12020,"Athens-Clarke County, GA",156,48,0,0,108,5,89
05-2017,122,12060,"Atlanta-Sandy Springs-Roswell, GA",2536,2460,0,0,76,8,100
05-2017,428,12100,"Atlantic City-Hammonton, NJ",61,13,0,0,48,2,100
05-2017,194,12220,"Auburn-Opelika, AL",98,96,2,0,0,0,100
05-2017,999,12260,"Augusta-Richmond County, GA-SC",348,268,0,8,72,4,99
05-2017,999,12420,"Austin-Round Rock, TX",2463,1315,8,6,1134,22,100
05-2017,999,12540,"Bakersfield, CA",178,170,8,0,0,0,78
05-2017,548,12580,"Baltimore-Columbia-Towson, MD",685,504,0,0,181,4,100
05-2017,999,12620,"Bangor, ME",13,13,0,0,0,0,51
05-2017,148,12700,"Barnstable Town, MA",7,7,0,0,0,0,19
05-2017,999,12940,"Baton Rouge, LA",331,328,0,3,0,0,100
05-2017,310,12980,"Battle Creek, MI",0,0,0,0,0,0,5
05-2017,474,13020,"Bay City, MI",0,0,0,0,0,0,17
05-2017,999,13140,"Beaumont-Port Arthur, TX",54,54,0,0,0,0,56
05-2017,999,13220,"Beckley, WV",6,6,0,0,0,0,100
05-2017,999,13380,"Bellingham, WA",249,58,8,3,180,7,96
05-2017,140,13460,"Bend-Redmond, OR",160,148,6,0,6,1,98
05-2017,999,13740,"Billings, MT",53,53,0,0,0,0,45
05-2017,999,13780,"Binghamton, NY",1,1,0,0,0,0,0
05-2017,142,13820,"Birmingham-Hoover, AL",314,276,0,0,38,2,100
05-2017,999,13900,"Bismarck, ND",58,56,2,0,0,0,100
05-2017,999,13980,"Blacksburg-Christiansburg-Radford, VA",3,3,0,0,0,0,40
05-2017,145,14010,"Bloomington, IL",93,26,0,0,67,1,87
05-2017,144,14020,"Bloomington, IN",191,25,2,0,164,1,100
05-2017,146,14100,"Bloomsburg-Berwick, PA",14,14,0,0,0,0,100
05-2017,147,14260,"Boise City, ID",702,527,2,36,137,13,100
05-2017,148,14460,"Boston-Cambridge-Newton, MA-NH",1662,446,48,12,1156,38,100
05-2017,216,14500,"Boulder, CO",146,63,0,0,83,6,97
05-2017,150,14540,"Bowling Green, KY",130,48,14,0,68,2,99
05-2017,500,14740,"Bremerton-Silverdale, WA",80,75,2,3,0,0,100
05-2017,408,14860,"Bridgeport-Stamford-Norwalk, CT",71,60,2,3,6,1,100
05-2017,154,15180,"Brownsville-Harlingen, TX",92,88,4,0,0,0,61
05-2017,999,15260,"Brunswick, GA",54,54,0,0,0,0,99
05-2017,160,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",142,91,0,3,48,3,100
05-2017,268,15500,"Burlington, NC",99,66,0,0,33,1,62
05-2017,999,15540,"Burlington-South Burlington, VT",28,19,6,3,0,0,76
05-2017,548,15680,"California-Lexington Park, MD",135,135,0,0,0,0,100
05-2017,184,15940,"Canton-Massillon, OH",44,36,0,3,5,1,84
05-2017,162,15980,"Cape Coral-Fort Myers, FL",674,412,22,27,213,13,100
05-2017,164,16020,"Cape Girardeau, MO-IL",0,0,0,0,0,0,0
05-2017,456,16180,"Carson City, NV",10,10,0,0,0,0,100
05-2017,999,16220,"Casper, WY",6,6,0,0,0,0,100
05-2017,168,16300,"Cedar Rapids, IA",43,29,14,0,0,0,83
05-2017,548,16540,"Chambersburg-Waynesboro, PA",34,28,0,0,6,1,100
05-2017,999,16580,"Champaign-Urbana, IL",19,19,0,0,0,0,68
05-2017,170,16620,"Charleston, WV",4,4,0,0,0,0,92
05-2017,999,16700,"Charleston-North Charleston, SC",590,476,4,0,110,4,100
05-2017,172,16740,"Charlotte-Concord-Gastonia, NC-SC",1549,1252,0,0,297,15,94
