date,csa,cbsa,name,total,one_unit,two_units,three_and_four_units,five_units_or_more,num_of_structures_with_5_units_or_more,monthly_coverage_percent
12-2021,999,10180,"Abilene, TX",42,36,6,0,0,0,96
12-2021,184,10420,"Akron, OH",126,90,0,0,36,6,61
12-2021,999,10500,"Albany, GA",39,23,0,0,16,1,92
12-2021,440,10540,"Albany-Lebanon, OR",59,43,0,0,16,2,88
12-2021,104,10580,"Albany-Schenectady-Troy, NY",128,95,4,7,22,3,100
12-2021,106,10740,"Albuquerque, NM",483,184,0,0,299,5,100
12-2021,999,10780,"Alexandria, LA",19,19,0,0,0,0,65
12-2021,999,10900,"Allentown-Bethlehem-Easton, PA-NJ",62,60,2,0,0,0,38
12-2021,107,11020,"Altoona, PA",0,0,0,0,0,0,0
12-2021,108,11100,"Amarillo, TX",65,53,12,0,0,0,83
12-2021,218,11180,"Ames, IA",3,3,0,0,0,0,37
12-2021,999,11260,"Anchorage, AK",93,59,0,4,30,2,100
12-2021,220,11460,"Ann Arbor, MI",54,41,0,3,10,1,60
12-2021,999,11500,"Anniston-Oxford, AL",3,3,0,0,0,0,76
12-2021,118,11540,"Appleton, WI",28,24,4,0,0,0,67
12-2021,120,11700,"Asheville, NC",420,236,2,0,182,9,91
12-2021,122,12020,"Athens-Clarke County, GA",86,21,8,0,57,3,73
12-2021,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA",3460,2190,6,13,1251,56,99
12-2021,428,12100,"Atlantic City-Hammonton, NJ",92,51,2,0,39,1,100
12-2021,194,12220,"Auburn-Opelika, AL",116,103,8,0,5,1,100
12-2021,999,12260,"Augusta-Richmond County, GA-SC",328,298,0,30,0,0,99
12-2021,999,12420,"Austin-Round Rock-Georgetown, TX",4716,2101,54,58,2503,53,100
12-2021,999,12540,"Bakersfield, CA",186,143,2,0,41,3,83
12-2021,548,12580,"Baltimore-Columbia-Towson, MD",594,371,0,4,219,4,100
12-2021,999,12620,"Bangor, ME",10,8,2,0,0,0,63
12-2021,148,12700,"Barnstable Town, MA",9,9,0,0,0,0,19
12-2021,999,12940,"Baton Rouge, LA",301,299,2,0,0,0,99
12-2021,310,12980,"Battle Creek, MI",2,2,0,0,0,0,23
12-2021,474,13020,"Bay City, MI",0,0,0,0,0,0,4
12-2021,999,13140,"Beaumont-Port Arthur, TX",74,74,0,0,0,0,68
12-2021,999,13220,"Beckley, WV",11,11,0,0,0,0,100
12-2021,999,13380,"Bellingham, WA",112,62,4,0,46,2,95
12-2021,140,13460,"Bend, OR",206,94,12,4,96,4,100
12-2021,999,13740,"Billings, MT",188,31,10,0,147,2,41
12-2021,999,13780,"Binghamton, NY",0,0,0,0,0,0,1
12-2021,142,13820,"Birmingham-Hoover, AL",203,203,0,0,0,0,100
12-2021,999,13900,"Bismarck, ND",29,13,16,0,0,0,97
12-2021,999,13980,"Blacksburg-Christiansburg, VA",1,1,0,0,0,0,71
12-2021,145,14010,"Bloomington, IL",8,6,2,0,0,0,86
12-2021,144,14020,"Bloomington, IN",664,27,0,0,637,15,100
12-2021,146,14100,"Bloomsburg-Berwick, PA",31,7,0,0,24,1,100
12-2021,147,14260,"Boise City, ID",1026,649,10,15,352,15,100
12-2021,148,14460,"Boston-Cambridge-Newton, MA-NH",2462,420,48,34,1960,72,100
12-2021,216,14500,"Boulder, CO",341,32,0,3,306,5,94
12-2021,150,14540,"Bowling Green, KY",276,84,0,0,192,22,99
12-2021,500,14740,"Bremerton-Silverdale-Port Orchard, WA",161,109,10,0,42,2,100
12-2021,408,14860,"Bridgeport-Stamford-Norwalk, CT",93,50,10,0,33,3,100
12-2021,154,15180,"Brownsville-Harlingen, TX",120,97,6,3,14,1,69
12-2021,999,15260,"Brunswick, GA",43,34,4,0,5,1,89
12-2021,160,15380,"Buffalo-Cheektowaga, NY",129,48,6,4,71,4,100
12-2021,268,15500,"Burlington, NC",92,92,0,0,0,0,45
12-2021,162,15540,"Burlington-South Burlington, VT",174,24,4,0,146,6,61
